ScientificName,AphiaID,Trophy,typeMX,source,dataType,Kingdom,Phylum,Class,Order,Family,Genus,Species
Cryptomonas_platyuris,610202,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,platyuris
Geminigera_cryophila,341616,mixoplankton,CM,Leles et al. 2019,review,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,cryophila
Hemiselmis_virescens,106310,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Chroomonadaceae,Hemiselmis,virescens
Komma_caudata,451665,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Chroomonadaceae,Komma,caudata
Rhodomonas_baltica,106313,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,baltica
Rhodomonas_lacustris,248151,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,lacustris
Rhodomonas_marina,106314,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,marina
Rhodomonas_salina,106316,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,salina
Teleaulax_amphioxeia,106306,mixoplankton,CM,Du Yoo et al. 2017,paper,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,amphioxeia
Katablepharis_ovalis,620842,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Cryptophyta,Cryptophyta incertae sedis,NA,Katablepharidaceae,Katablepharis,ovalis
Katablepharis_remigera,627117,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Cryptophyta,Cryptophyta incertae sedis,NA,Katablepharidaceae,Katablepharis,remigera
Leucocryptos_marina,119077,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Cryptophyta,Cryptophyta incertae sedis,NA,Katablepharidaceae,Leucocryptos,marina
Anabaena_baltica,177635,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,baltica
Anabaena_cylindrica,177649,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,cylindrica
Anabaena_inaequalis,177659,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,inaequalis
Anabaena_oscillarioides,239061,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,oscillarioides
Anabaena_torulosa,146714,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,torulosa
Anabaenopsis_elenkinii,345457,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Anabaenopsis,elenkinii
Anagnostidinema_amphibium,1313613,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Coleofasciculaceae,Anagnostidinema,amphibium
Anathece_bachmannii,624957,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Anathece,bachmannii
Anathece_clathrata,699619,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Anathece,clathrata
Anathece_minutissima,624955,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Anathece,minutissima
Anathece_smithii,624960,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Anathece,smithii
Aphanizomenon_flosaquae,609460,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,flosaquae
Aphanizomenon_gracile,248100,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,gracile
Aphanizomenon_hungaricum,578448,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,hungaricum
Aphanizomenon_klebahnii,625385,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,klebahnii
Aphanizomenon_skujae,592876,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,skujae
Aphanizomenon_yezoense,659901,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Aphanizomenon,yezoense
Aphanocapsa_delicatissima,146563,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,delicatissima
Aphanocapsa_elachista,146564,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,elachista
Aphanocapsa_holsatica,146647,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,holsatica
Aphanocapsa_incerta,162668,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,incerta
Aphanocapsa_planctonica,162672,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,planctonica
Aphanocapsa_reinboldii,162673,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,reinboldii
Aphanocapsa_rivularis,162675,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa,rivularis
Aphanothece_castagnei,162683,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Aphanothecaceae,Aphanothece,castagnei
Aphanothece_paralleliformis,624961,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Aphanothecaceae,Aphanothece,paralleliformis
Aphanothece_stagnina,162694,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Aphanothecaceae,Aphanothece,stagnina
Chroococcus_aphanocapsoides,162696,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,aphanocapsoides
Chroococcus_cumulatus,162699,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,cumulatus
Chroococcus_dispersus,146569,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,dispersus
Chroococcus_distans,162704,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,distans
Chroococcus_minimus,162714,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,minimus
Chroococcus_minor,146614,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,minor
Chroococcus_minutus,146567,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,minutus
Chroococcus_turgidus,146566,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus,turgidus
Coelomoron_pusillum,160569,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Coelomoron,pusillum
Coelosphaerium_dubium,146575,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Coelosphaerium,dubium
Coelosphaerium_kuetzingianum,177100,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Coelosphaerium,kuetzingianum
Coelosphaerium_minutissimum,146619,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Coelosphaerium,minutissimum
Coelosphaerium_subarcticum,177103,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Coelosphaerium,subarcticum
Cuspidothrix_issatschenkoi,621617,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cuspidothrix,issatschenkoi
Cyanocatena_imperfecta,622903,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Cyanocatena,imperfecta
Cyanodictyon_balticum,707720,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Cyanodictyon,balticum
Cyanodictyon_iac,612428,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Cyanodictyon,iac
Cyanodictyon_planctonicum,177112,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Cyanodictyon,planctonicum
Cyanodictyon_reticulatum,177113,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Cyanodictyon,reticulatum
Cyanodictyon_tubiforme,614743,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Cyanodictyon,tubiforme
Cyanonephron_styloides,177122,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Cyanonephron,styloides
Dolichospermum_affine,625363,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,affine
Dolichospermum_crassum,625368,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,crassum
Dolichospermum_flosaquae,623803,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,flosaquae
Dolichospermum_heterosporum,625371,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,heterosporum
Dolichospermum_lemmermannii,625374,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,lemmermannii
Dolichospermum_macrosporum,625403,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,macrosporum
Dolichospermum_planctonicum,625407,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,planctonicum
Dolichospermum_sigmoideum,625408,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,sigmoideum
Dolichospermum_smithii,625409,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,smithii
Dolichospermum_spiroides,625411,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,spiroides
Eucapsis_alpina,177126,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Eucapsis,alpina
Eucapsis_microscopica,1315861,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Eucapsis,microscopica
Eucapsis_minuta,177128,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Eucapsis,minuta
Gloeotrichia_echinulata,409630,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Gloeotrichiaceae,Gloeotrichia,echinulata
Gomphosphaeria_aponina,146572,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Gomphosphaeriaceae,Gomphosphaeria,aponina
Gomphosphaeria_salina,177136,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Gomphosphaeriaceae,Gomphosphaeria,salina
Kamptonema_chlorinum,840966,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Microcoleaceae,Kamptonema,chlorinum
Lemmermanniella_pallida,177140,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Lemmermanniella,pallida
Lemmermanniella_parva,177155,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Lemmermanniella,parva
Limnococcus_limneticus,576250,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Limnococcus,limneticus
Limnothrix_planctonica,177507,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Limnothrix,planctonica
Limnothrix_redekei,177508,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Limnothrix,redekei
Lyngbya_aestuarii,157084,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Lyngbya,aestuarii
Merismopedia_elegans,177158,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Merismopedia,elegans
Merismopedia_glauca,146578,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Merismopedia,glauca
Merismopedia_punctata,146577,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Merismopedia,punctata
Merismopedia_tenuissima,146576,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Merismopedia,tenuissima
Merismopedia_warmingiana,146546,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Merismopedia,warmingiana
Microcystis_aeruginosa,146558,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,aeruginosa
Microcystis_flos_aquae,146560,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,flos-aquae
Microcystis_ichthyoblabe,177245,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,ichthyoblabe
Microcystis_novacekii,177252,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,novacekii
Microcystis_viridis,177400,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,viridis
Microcystis_wesenbergii,146561,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,wesenbergii
Nodularia_baltica,657648,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nodularia,baltica
Nodularia_harveyana,178477,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nodularia,harveyana
Nodularia_litorea,625438,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nodularia,litorea
Nodularia_spumigena,160566,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nodularia,spumigena
Oscillatoria_limosa,146554,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,limosa
Pannus_spumosus,177428,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Pannus,spumosus
Planktolyngbya_contorta,177572,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,Planktolyngbya,contorta
Planktolyngbya_lacustris,177574,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,Planktolyngbya,lacustris
Planktolyngbya_limnetica,177576,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Leptolyngbyaceae,Planktolyngbya,limnetica
Planktothrix_agardhii,146552,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,agardhii
Planktothrix_mougeotii,177583,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,mougeotii
Pseudanabaena_acicularis,577876,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Pseudanabaena,acicularis
Pseudanabaena_limnetica,177590,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Pseudanabaena,limnetica
Pseudanabaena_mucicola,177592,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Pseudanabaena,mucicola
Radiocystis_geminata,177431,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Radiocystis,geminata
Rhabdoderma_lineare,177447,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Rhabdoderma,lineare
Snowella_atomus,177464,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Snowella,atomus
Snowella_fennica,177465,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Snowella,fennica
Snowella_lacustris,146645,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Snowella,lacustris
Snowella_litoralis,177473,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Snowella,litoralis
Snowella_septentrionalis,177480,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Snowella,septentrionalis
Spirulina_major,660933,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Spirulinales,Spirulinaceae,Spirulina,major
Spirulina_subsalsa,660753,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Spirulinales,Spirulinaceae,Spirulina,subsalsa
Trichodesmium_erythraeum,660919,phytoplankton,NA,RWS,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Trichodesmium,erythraeum
Tychonema_bourrellyi,615642,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Tychonema,bourrellyi
Woronichinia_compacta,177484,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Gomphosphaeriaceae,Woronichinia,compacta
Woronichinia_elorantae,177489,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Gomphosphaeriaceae,Woronichinia,elorantae
Woronichinia_fusca,177490,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Gomphosphaeriaceae,Woronichinia,fusca
Woronichinia_karelica,177492,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Gomphosphaeriaceae,Woronichinia,karelica
Woronichinia_naegeliana,146618,phytoplankton,NA,Helcom,routineMonitoring,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Gomphosphaeriaceae,Woronichinia,naegeliana
Apedinella_radians,248097,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Dictyochophyceae,Pedinellales,Pedinellaceae,Apedinella,radians
Dictyocha_fibula,157463,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,fibula
Dictyocha_speculum,157260,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,speculum
Pseudochattonella_farcimen,531467,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Dictyochophyceae,Florenciellales,Florenciellales incertae sedis,Pseudochattonella,farcimen
Pseudochattonella_verruculosa,531446,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Dictyochophyceae,Florenciellales,Florenciellales incertae sedis,Pseudochattonella,verruculosa
Pseudopedinella_elastica,248149,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Dictyochophyceae,Pedinellales,Pedinellaceae,Pseudopedinella,elastica
Pseudopedinella_pyriformis,160600,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Dictyochophyceae,Pedinellales,Pedinellaceae,Pseudopedinella,pyriformis
Pseudopedinella_thomsenii,388485,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Dictyochophyceae,Pedinellales,Pedinellaceae,Pseudopedinella,thomsenii
Moestrupia_oblonga,625975,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinoflagellata incertae sedis,NA,NA,Moestrupia,oblonga
Stoeckeria_algicida,838270,protozooplankton,NA,Jeong et al. 2005,paper,Chromista,Myzozoa,Dinoflagellata incertae sedis,NA,NA,Stoeckeria,algicida
Abedinium_dasypus,233177,protozooplankton,NA,Saburova et al. 2013,paper,Chromista,Myzozoa,Dinophyceae,Noctilucales,Noctilucaceae,Abedinium,dasypus
Achradina_pulchra,109716,phytoplankton,NA,Gomez 2017,scientific cruise,Chromista,Myzozoa,Dinophyceae,Amphilothales,Amphilothaceae,Achradina,pulchra
Actiniscus_pentasterias,109717,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Actiniscales,Actiniscaceae,Actiniscus,pentasterias
Adenoides_eludens,110069,protozooplankton,NA,Hoppenrath et al. 2003,scientific cruise,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniida incertae sedis,Adenoides,eludens
Akashiwo_sanguinea,232546,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,sanguinea
Alexandrium_affine,109707,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,affine
Alexandrium_andersonii,246835,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,andersonii
Alexandrium_catenella,231873,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,catenella
Alexandrium_hiranoi,233440,phytoplankton,NA,Lim et al. 2019,scientific cruise,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,hiranoi
Alexandrium_leei,109710,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,leei
Alexandrium_margalefii,233447,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,margalefii
Alexandrium_minutum,109711,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,minutum
Alexandrium_ostenfeldii,109712,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,ostenfeldii
Alexandrium_pohangense,1016737,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,pohangense
Alexandrium_pseudogonyaulax,109713,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,pseudogonyaulax
Alexandrium_tamarense,109714,mixoplankton,CM,Jeong et al. 2005,paper,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,tamarense
Amoebophrya,109448,protozooplankton,NA,Kim and Park 2014,paper,Chromista,Myzozoa,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,NA
Amphidiniella_sedentaria,233845,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniida incertae sedis,Amphidiniella,sedentaria
Amphidinium_carterae,109723,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,carterae
